Ticket_ID,Subject,Description,Category,Priority,Sentiment,Timestamp
218,something is broken,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Medium,Negative,2025-03-22
219,password issue,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-03-10
220,Wrong amount deducted,The amount deducted from my account was ₹899 but my plan costs ₹499. I have attached my bank screenshot. Please look into this urgently.,Billing Inquiry,High,Negative,2026-01-13
221,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Negative,2025-06-19
222,profile update,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Neutral,2025-07-23
223,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Negative,2025-04-26
224,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-02-08
225,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,High,Negative,2025-05-26
226,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Positive,2025-01-30
227,Annual billing switched to monthly,My account was on annual billing but it looks like it got switched to monthly. My bill is now higher. I didn't make this change.,Billing Inquiry,High,Negative,2025-05-23
228,Login page not loading,I can't access the login page on Chrome. It just shows a blank white screen. I've tried clearing cache and using incognito mode — same issue.,Technical Issue,High,Negative,2025-11-06
229,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Low,Positive,2025-01-15
230,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-09-03
231,billing issue,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2025-02-06
232,profile update,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-12-01
233,unexpected behavior,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,High,Neutral,2025-10-08
234,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,High,Negative,2025-07-08
235,something is broken,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Low,Positive,2025-03-26
236,subscription charge,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,High,Negative,2025-11-26
237,payment problem,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,Medium,Neutral,2025-11-17
238,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Medium,Negative,2025-04-25
239,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Neutral,2025-04-02
240,cannot load,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Positive,2025-12-16
241,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Neutral,2025-08-13
242,new feature idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2025-02-11
243,WhatsApp notification option,Please add WhatsApp as a notification channel in addition to email and SMS. Most of my team prefers WhatsApp and it has better delivery rates.,Feature Request,Low,Positive,2026-01-25
244,account issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Low,Positive,2025-04-26
245,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Negative,2025-08-31
246,feature broken,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Low,Positive,2025-04-26
247,subscription charge,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Negative,2025-06-16
248,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-11-26
249,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Medium,Neutral,2025-05-29
250,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Neutral,2025-04-30
251,Dark mode not saving preference,I switch to dark mode but every time I reopen the app it resets to light mode. The preference is not being saved.,Technical Issue,Medium,Neutral,2025-03-25
252,account access,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-10-23
253,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-01-13
254,invoice error,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Positive,2025-02-10
255,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Negative,2025-02-13
256,Email address change not working,"I'm trying to update my registered email address but after I click the confirmation link in the new email, it says 'link expired'. I've tried this twice.",Account Management,Medium,Negative,2026-03-25
257,Two accounts on same phone number,"I got an error saying my phone number is already registered, but I've never used this service before. Someone may have used my number fraudulently.",Account Management,High,Negative,2026-01-22
258,charged for feature I wanted free,I got a charge for a feature that the website says is free on my plan. Either the billing is wrong or the plan description on your site is misleading.,Billing Inquiry,High,Negative,2025-07-12
259,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Neutral,2026-01-17
260,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-06-18
261,billing issue,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Positive,2026-03-18
262,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Low,Positive,2025-08-12
263,app crashed while placing order,The app crashed right when I hit the 'Place Order' button. I don't know if the order went through but my card was charged. Please check.,Bug Report,Medium,Negative,2025-06-13
264,feature broken,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Positive,2025-08-15
265,Annual billing switched to monthly,My account was on annual billing but it looks like it got switched to monthly. My bill is now higher. I didn't make this change.,Billing Inquiry,High,Negative,2025-04-21
266,login problem,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Medium,Neutral,2025-11-18
267,billing issue,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Neutral,2025-07-23
268,Duplicate orders being created,I placed one order but received two order confirmation emails with different order numbers. Please cancel the duplicate before it ships.,Bug Report,Medium,Negative,2025-05-15
269,new feature idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-05-23
270,password issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Medium,Negative,2025-12-10
271,Payment failed but money deducted,My payment failed during checkout but the amount was still deducted from my account. The order was never placed. Transaction ID: TXN884321.,Billing Inquiry,High,Negative,2025-04-22
272,cannot load,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Neutral,2025-07-23
273,technical problem,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,Low,Positive,2025-04-01
274,Can't reset password,I requested a password reset but the reset email never arrived. I've checked spam. My account has important data and I urgently need access.,Account Management,Medium,Negative,2025-12-19
275,App crashes on startup,"The mobile app crashes immediately after I open it. This started happening after the latest update (v3.2.1). I'm on Android 13, Samsung Galaxy S21.",Technical Issue,High,Negative,2025-02-17
276,How to get a refund,I want to return a product I bought last week. The quality is not as described. What is the refund process and how long does it take?,Billing Inquiry,Medium,Neutral,2025-12-24
277,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Negative,2025-05-22
278,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Low,Neutral,2025-04-26
279,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Neutral,2025-08-12
280,something is broken,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Low,Positive,2025-03-06
281,Sorting feature reversed,"When I sort products by 'Price: Low to High', the most expensive items appear first. The sort order seems to be reversed.",Bug Report,High,Neutral,2025-03-22
282,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Positive,2025-05-09
283,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-05-11
284,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Neutral,2026-03-29
285,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-01-13
286,Filters resetting on back navigation,"When I apply filters on the search page and click a product then hit the back button, all my filters are reset. Very annoying.",Bug Report,High,Negative,2025-07-05
287,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Positive,2025-07-11
288,Share button not working,The 'Share' button on product pages does nothing when tapped on iOS. I'm on iPhone 14 with the latest iOS version.,Bug Report,Medium,Neutral,2025-03-20
289,Cashback not credited,I was supposed to receive ₹200 cashback after my first purchase but it's been 2 weeks and nothing has shown up in my wallet.,Billing Inquiry,Low,Neutral,2026-02-19
290,refund request,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2026-01-27
291,refund request,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Negative,2025-06-30
292,cannot load,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,High,Negative,2025-01-10
293,unexpected behavior,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Negative,2025-07-14
294,Account locked after wrong attempts,My account got locked after I entered the wrong password three times. I've been waiting 30 minutes but it's still locked. How do I unlock it?,Account Management,Medium,Negative,2025-06-16
295,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Low,Positive,2025-05-31
296,account access,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Neutral,2025-12-31
297,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Neutral,2025-06-04
298,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Medium,Negative,2025-04-06
299,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,High,Negative,2025-06-19
300,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-08-10
301,Sorting feature reversed,"When I sort products by 'Price: Low to High', the most expensive items appear first. The sort order seems to be reversed.",Bug Report,Medium,Neutral,2025-05-31
302,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Low,Neutral,2025-06-30
303,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-05-05
304,subscription charge,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Negative,2025-12-03
305,product suggestion,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-07-28
306,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-09-16
307,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2026-03-03
308,App badge count not clearing,The notification badge on the app icon shows '3' unread but I've read all notifications. The badge count doesn't reset.,Bug Report,Medium,Neutral,2026-03-22
309,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Negative,2025-03-06
310,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-02-22
311,Review submission giving error,I wrote a detailed product review and clicked submit. It showed a loading spinner for a while and then gave an error. My review was lost.,Bug Report,Medium,Negative,2026-02-03
312,subscription charge,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Positive,2026-03-13
313,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Low,Positive,2025-10-19
314,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-06-19
315,enhancement request,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-11-17
316,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Neutral,2025-03-07
317,account access,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Medium,Neutral,2026-02-09
318,invoice error,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Positive,2026-01-25
319,refund request,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,High,Negative,2025-08-15
320,Page timing out,The checkout page times out every time I try to place an order. I've tried on three different browsers and also on mobile. Other pages work fine.,Technical Issue,High,Negative,2025-03-25
321,Show estimated delivery date,Please display an estimated delivery date on the product page before checkout. It would help customers decide whether to order.,Feature Request,Low,Positive,2025-12-10
322,product suggestion,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-04-02
323,App crashes on startup,"The mobile app crashes immediately after I open it. This started happening after the latest update (v3.2.1). I'm on Android 13, Samsung Galaxy S21.",Technical Issue,High,Negative,2025-02-19
324,Cart items disappearing,Items I add to my cart disappear when I switch between pages. I have to add them again each time. This is very frustrating when shopping.,Bug Report,High,Negative,2025-11-18
325,billing issue,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Neutral,2025-11-29
326,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Neutral,2025-01-26
327,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Low,Positive,2025-01-19
328,found a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Positive,2025-08-16
329,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2025-05-12
330,technical problem,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-03-30
331,technical problem,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Low,Positive,2025-12-15
332,technical problem,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Medium,Neutral,2025-11-28
333,invoice error,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Negative,2025-07-14
334,login problem,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Positive,2026-03-15
335,account access,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-06-22
336,Two accounts on same phone number,"I got an error saying my phone number is already registered, but I've never used this service before. Someone may have used my number fraudulently.",Account Management,High,Negative,2026-03-17
337,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-10-04
338,password issue,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-11-09
339,Date picker broken in Safari,The date picker on the booking form doesn't work in Safari on Mac. Clicking any date does nothing. Works fine in Chrome and Firefox.,Bug Report,Low,Neutral,2026-01-29
340,something is broken,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2025-12-04
341,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Medium,Negative,2026-03-29
342,invoice error,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Negative,2026-01-08
343,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Positive,2025-01-19
344,unexpected behavior,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-04-23
345,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,High,Neutral,2025-11-14
346,billing issue,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Positive,2025-06-23
347,improvement idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Negative,2025-09-05
348,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Negative,2025-08-18
349,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Medium,Neutral,2026-03-27
350,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2026-01-31
351,error on page,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Positive,2025-02-17
352,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2025-06-07
353,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Low,Positive,2025-08-17
354,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-08-09
355,password issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Medium,Neutral,2025-03-31
356,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-05-28
357,invoice error,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Neutral,2025-11-07
358,something is broken,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Positive,2025-03-15
359,Bulk download for invoices,Could you add a feature to download all invoices for a date range in one click? Right now I have to download each invoice separately which takes ages.,Feature Request,Medium,Neutral,2026-01-10
360,billing issue,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,High,Negative,2026-01-02
361,File upload failing,Every time I try to upload a file larger than 5MB it just spins and then gives a generic error. Smaller files work fine. I need to upload a 12MB PDF.,Technical Issue,Medium,Negative,2025-11-13
362,reporting a bug,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-06-08
363,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Negative,2026-01-30
364,invoice error,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Neutral,2025-01-02
365,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Neutral,2025-05-21
366,profile update,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Low,Positive,2026-01-16
367,account access,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Positive,2025-11-24
368,error on page,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,High,Negative,2025-10-11
369,billing issue,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Low,Positive,2025-04-30
370,login problem,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,High,Negative,2025-12-07
371,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,High,Neutral,2025-12-26
372,unexpected behavior,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Medium,Neutral,2026-01-08
373,payment problem,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Medium,Neutral,2025-01-24
374,Email address change not working,"I'm trying to update my registered email address but after I click the confirmation link in the new email, it says 'link expired'. I've tried this twice.",Account Management,High,Negative,2025-04-19
375,login problem,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Medium,Negative,2025-05-19
376,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2025-01-08
377,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2025-03-03
378,Subscription not showing on account,I purchased a premium subscription yesterday but my account still shows the free plan. The payment was confirmed by my bank.,Account Management,High,Negative,2025-09-18
379,payment problem,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Neutral,2025-09-23
380,invoice for cancelled order,I received an invoice for an order I cancelled before it was processed. I was not charged thankfully but having an invoice for a cancelled order is confusing.,Billing Inquiry,High,Neutral,2025-05-05
381,Add dark mode,It would be great if you could add a dark mode option to the app. Especially useful for night-time usage and also saves battery on OLED screens.,Feature Request,Low,Positive,2025-01-30
382,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Neutral,2025-08-24
383,profile update,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Low,Neutral,2025-08-09
384,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Medium,Positive,2026-02-20
385,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Low,Neutral,2025-11-06
386,account access,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Neutral,2025-09-17
387,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-11-02
388,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Neutral,2025-09-17
389,account access,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Positive,2026-03-14
390,feature broken,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,Medium,Negative,2025-11-29
391,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2025-06-22
392,profile update,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-01-27
393,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Negative,2025-02-11
394,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,High,Neutral,2025-05-27
395,slow app affecting my billing cycle,The app has been so slow that I couldn't complete my plan renewal before the deadline. Now I've been downgraded. Please restore my plan and look into the slowness.,Technical Issue,Medium,Negative,2025-07-31
396,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Positive,2025-01-03
397,refund request,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2025-08-13
398,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Medium,Positive,2026-01-08
399,please add this,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,Low,Neutral,2025-09-05
400,error on page,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,Low,Neutral,2025-11-16
401,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2025-12-22
402,error on page,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-03-23
403,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-02-08
404,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Neutral,2026-01-18
405,Email notifications not arriving,I've stopped receiving email notifications for order updates. I checked my spam folder — nothing there. My email preferences are set to 'All notifications'.,Technical Issue,Low,Neutral,2025-02-10
406,Want to delete my account,I would like to permanently delete my account and all associated data as per GDPR. Please confirm the process and how long it will take.,Account Management,Medium,Neutral,2026-02-25
407,feature missing after upgrade,I upgraded to the premium plan specifically for the analytics export feature but I can't find it anywhere in my account. Was it removed or is it a bug?,Feature Request,High,Negative,2025-10-13
408,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Neutral,2025-08-16
409,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Negative,2025-03-20
410,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Neutral,2025-08-22
411,refund request,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,High,Negative,2025-10-26
412,notifications for wrong account,I'm receiving order update notifications for orders that are not mine. This seems like a serious data leak — I can see another user's order details.,Bug Report,High,Negative,2025-01-30
413,Wrong amount deducted,The amount deducted from my account was ₹899 but my plan costs ₹499. I have attached my bank screenshot. Please look into this urgently.,Billing Inquiry,High,Negative,2025-04-25
414,cannot load,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Positive,2025-01-21
415,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Positive,2025-02-28
