Ticket_ID,Subject,Description,Category,Priority,Sentiment,Timestamp
3195,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Positive,2025-01-03
3196,refund request,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2025-08-13
3197,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Medium,Positive,2026-01-08
3198,please add this,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,Low,Neutral,2025-09-05
3199,error on page,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,Low,Neutral,2025-11-16
3200,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2025-12-22
3201,error on page,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-03-23
3202,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-02-08
3203,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Neutral,2026-01-18
3204,Email notifications not arriving,I've stopped receiving email notifications for order updates. I checked my spam folder — nothing there. My email preferences are set to 'All notifications'.,Technical Issue,Low,Neutral,2025-02-10
3205,Want to delete my account,I would like to permanently delete my account and all associated data as per GDPR. Please confirm the process and how long it will take.,Account Management,Medium,Neutral,2026-02-25
3206,feature missing after upgrade,I upgraded to the premium plan specifically for the analytics export feature but I can't find it anywhere in my account. Was it removed or is it a bug?,Feature Request,High,Negative,2025-10-13
3207,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Neutral,2025-08-16
3208,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Negative,2025-03-20
3209,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Neutral,2025-08-22
3210,refund request,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,High,Negative,2025-10-26
3211,notifications for wrong account,I'm receiving order update notifications for orders that are not mine. This seems like a serious data leak — I can see another user's order details.,Bug Report,High,Negative,2025-01-30
3212,Wrong amount deducted,The amount deducted from my account was ₹899 but my plan costs ₹499. I have attached my bank screenshot. Please look into this urgently.,Billing Inquiry,High,Negative,2025-04-25
3213,cannot load,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Positive,2025-01-21
3214,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Positive,2025-02-28
3215,cannot load,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,Medium,Negative,2025-06-10
3216,cannot load,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Low,Positive,2026-02-06
3217,profile update,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-08-23
3218,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-12-20
3219,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Positive,2026-01-25
3220,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-04-13
3221,billing issue,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,High,Neutral,2025-12-02
3222,app not working,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Negative,2026-03-22
3223,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,High,Negative,2025-05-07
3224,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,High,Negative,2025-11-24
3225,Keyboard shortcuts for power users,"As a frequent user I'd love keyboard shortcuts for common actions. For example Ctrl+N for new, Ctrl+S for save. Would save a lot of time.",Feature Request,Medium,Positive,2025-03-26
3226,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Neutral,2025-12-25
3227,Dashboard showing wrong data,The analytics dashboard is showing last month's data even though it's a new month. I've refreshed multiple times and logged out and back in.,Technical Issue,High,Neutral,2025-02-10
3228,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Neutral,2025-02-28
3229,Add dark mode,It would be great if you could add a dark mode option to the app. Especially useful for night-time usage and also saves battery on OLED screens.,Feature Request,Low,Positive,2026-03-26
3230,found a bug,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Low,Positive,2025-01-28
3231,Remember filter preferences,Can you make the app remember my last used filters and sort options? I use the same filters every session and it's tedious to reapply them.,Feature Request,Medium,Neutral,2025-04-26
3232,password issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2025-06-09
3233,product suggestion,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-12-12
3234,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Low,Positive,2025-12-02
3235,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2025-06-17
3236,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,High,Neutral,2025-11-02
3237,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Negative,2025-10-01
3238,enhancement request,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Negative,2026-02-06
3239,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Low,Neutral,2025-03-19
3240,technical problem,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Neutral,2025-08-09
3241,subscription charge,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Negative,2025-11-03
3242,enhancement request,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Neutral,2025-11-09
3243,profile update,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Neutral,2025-10-04
3244,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Low,Neutral,2025-06-23
3245,Share button not working,The 'Share' button on product pages does nothing when tapped on iOS. I'm on iPhone 14 with the latest iOS version.,Bug Report,Low,Neutral,2026-01-26
3246,login problem,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-01-26
3247,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Low,Positive,2025-05-21
3248,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-06-28
3249,Keyboard shortcuts for power users,"As a frequent user I'd love keyboard shortcuts for common actions. For example Ctrl+N for new, Ctrl+S for save. Would save a lot of time.",Feature Request,Low,Positive,2025-09-28
3250,found a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Medium,Neutral,2026-03-11
3251,unexpected behavior,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Low,Positive,2025-08-21
3252,password issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Low,Positive,2026-03-20
3253,product suggestion,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Neutral,2026-01-26
3254,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Low,Positive,2025-02-19
3255,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Negative,2026-01-14
3256,new feature idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Positive,2025-06-06
3257,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Low,Positive,2025-05-07
3258,account issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Low,Neutral,2025-06-06
3259,found a bug,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-11-20
3260,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2025-10-21
3261,API returning 500 errors,Your API started returning 500 Internal Server Error responses since this morning. Our integration was working perfectly yesterday. Please advise.,Technical Issue,Medium,Negative,2025-05-17
3262,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2026-03-03
3263,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Negative,2025-04-17
3264,profile update,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Negative,2025-12-14
3265,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Positive,2026-01-04
3266,billing issue,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Positive,2025-06-15
3267,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Positive,2025-12-27
3268,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Positive,2025-04-03
3269,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Negative,2025-08-16
3270,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2026-03-19
3271,found a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2026-03-02
3272,Account showing someone else's orders,When I log in I can see what appears to be another customer's order history mixed with mine. This is a serious privacy concern.,Account Management,High,Negative,2025-05-16
3273,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Low,Neutral,2026-01-18
3274,Show estimated delivery date,Please display an estimated delivery date on the product page before checkout. It would help customers decide whether to order.,Feature Request,Medium,Positive,2025-07-11
3275,password issue,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,High,Negative,2025-08-30
3276,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-05-20
3277,account issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,High,Negative,2025-09-30
3278,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Neutral,2025-09-15
3279,glitch in app,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Medium,Positive,2025-06-05
3280,login problem,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Positive,2026-01-28
3281,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Low,Positive,2025-06-19
3282,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Neutral,2025-06-10
3283,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Negative,2025-09-03
3284,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Low,Positive,2026-01-16
3285,refund request,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Neutral,2026-01-22
3286,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Medium,Negative,2025-10-26
3287,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Positive,2026-03-27
3288,Search not returning results,The search bar returns no results even when I type exact product names. I know the products exist because I can find them by browsing categories.,Technical Issue,Medium,Neutral,2025-01-24
3289,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Positive,2025-08-01
3290,Discount code not applying,I have a valid discount code SAVE20 but when I enter it at checkout the system says 'invalid code'. The code was sent to me in an official email.,Bug Report,High,Negative,2025-07-15
3291,something is broken,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-02-22
3292,profile shows old subscription details,My profile page still shows my old expired subscription from 6 months ago. I'm currently on the new plan but it's not reflected in my account details.,Account Management,Low,Neutral,2025-04-15
3293,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Low,Positive,2025-11-17
3294,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-03-04
3295,Username already taken after account deletion,I deleted my old account 6 months ago but when I try to recreate it with the same username it says it's taken. Can you release that username?,Account Management,High,Neutral,2025-07-05
3296,subscription charge,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,High,Negative,2025-11-30
3297,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2025-12-21
3298,Slow performance after update,The app has become noticeably slow since the last update. Pages that used to load in 1 second now take 8–10 seconds. This is affecting my work.,Technical Issue,Medium,Negative,2025-11-22
3299,error on page,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Neutral,2026-02-09
3300,please add this,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2025-05-02
3301,payment failed during login,I tried logging in but after entering my password I got redirected to a failed payment screen. My account seems locked and I can't check my order status.,Technical Issue,Medium,Negative,2025-07-15
3302,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Neutral,2026-01-26
3303,unexpected behavior,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2025-07-10
3304,duplicate charge after cart bug,My cart showed the same item twice when I checked out. I only wanted one but got charged for two. I think it's a bug but I also need a refund.,Bug Report,High,Negative,2025-06-03
3305,Login page not loading,I can't access the login page on Chrome. It just shows a blank white screen. I've tried clearing cache and using incognito mode — same issue.,Technical Issue,High,Negative,2026-02-18
3306,Username already taken after account deletion,I deleted my old account 6 months ago but when I try to recreate it with the same username it says it's taken. Can you release that username?,Account Management,High,Neutral,2025-10-26
3307,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Medium,Neutral,2025-08-29
3308,billing issue,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Positive,2025-04-13
3309,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Medium,Neutral,2025-11-24
3310,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Positive,2025-01-29
3311,please add this,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Neutral,2026-02-22
3312,found a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Medium,Negative,2025-03-23
3313,invoice error,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Low,Positive,2025-08-26
3314,otp arrives but code invalid,I get the OTP SMS within seconds but when I enter it the app says 'invalid OTP'. I've tried 5 times and each new OTP also fails immediately.,Technical Issue,Medium,Negative,2025-03-10
3315,unexpected behavior,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Neutral,2025-07-25
3316,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-08-22
3317,refund request,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Low,Positive,2025-08-14
3318,new feature idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Low,Positive,2025-08-15
3319,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Low,Positive,2026-03-31
3320,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,Medium,Positive,2026-02-10
3321,profile update,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Positive,2025-12-10
3322,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-12-07
3323,Add UPI as payment option,Please add UPI as a payment method. Many Indian customers prefer UPI and it would increase conversions. Google Pay and PhonePe support would be great.,Feature Request,Low,Positive,2025-01-11
3324,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2026-02-01
3325,Wrong product image shown,The product images for 'Blue Wireless Headphones' are showing images of a completely different product. Customers might order the wrong item.,Bug Report,Low,Neutral,2025-10-11
3326,Duplicate orders being created,I placed one order but received two order confirmation emails with different order numbers. Please cancel the duplicate before it ships.,Bug Report,High,Negative,2026-01-05
3327,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-06-01
3328,product suggestion,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2026-03-22
3329,improvement idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Neutral,2026-02-08
3330,cannot load,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2026-03-18
3331,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,High,Neutral,2026-03-13
3332,my request from last month still open,I submitted a feature request a month ago and got a ticket number but no update since then. Can someone tell me the status? Ticket ref: #44219.,Feature Request,High,Neutral,2025-05-04
3333,improvement idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Neutral,2025-02-09
3334,invoice error,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,Low,Neutral,2025-07-11
3335,billing issue,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,Medium,Neutral,2026-01-11
3336,Subscription plan confusion,I upgraded my plan last week but I'm still being charged the old amount. Is there a processing delay or was the upgrade not applied correctly?,Billing Inquiry,Medium,Neutral,2025-10-15
3337,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Low,Positive,2025-08-30
3338,feature broken,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Negative,2026-01-13
3339,technical problem,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Negative,2025-02-17
3340,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,High,Negative,2025-02-04
3341,unexpected behavior,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,High,Negative,2025-11-10
3342,app not working,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Low,Positive,2025-07-09
3343,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Negative,2025-10-08
3344,refund request,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Positive,2025-03-13
3345,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-02-11
3346,enhancement request,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,Medium,Negative,2025-03-15
3347,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-07-08
3348,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,High,Neutral,2025-03-08
3349,login problem,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Neutral,2025-04-13
3350,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2026-02-08
3351,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2025-02-24
3352,new feature idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-10-04
3353,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,Low,Positive,2025-07-12
3354,Invoice missing GST details,My invoice doesn't have the GST number on it. I need this for my company reimbursement. Can you please send a corrected invoice?,Billing Inquiry,High,Neutral,2025-01-17
3355,Comparison feature for products,"It would be useful to compare two or three products side by side — specifications, price, ratings. Similar to what Flipkart has.",Feature Request,Medium,Positive,2025-04-23
3356,Profile picture not updating,I've tried uploading a new profile picture four times but it keeps showing the old one. I've tried both JPEG and PNG formats under 1MB.,Account Management,Low,Neutral,2025-07-25
3357,password issue,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,Medium,Positive,2026-03-08
3358,product suggestion,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Neutral,2025-11-02
3359,Allow sub-accounts for teams,Our team needs separate logins under one company account with different permission levels. Right now everyone shares one login which is not secure.,Feature Request,Medium,Neutral,2025-10-04
3360,login problem,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,Low,Positive,2025-09-03
3361,Refund not received,I cancelled my order 10 days ago and was told the refund would arrive in 5–7 business days. I still haven't received it. Order ID: #78432.,Billing Inquiry,Medium,Negative,2026-01-15
3362,Page timing out,The checkout page times out every time I try to place an order. I've tried on three different browsers and also on mobile. Other pages work fine.,Technical Issue,High,Negative,2025-11-22
3363,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Medium,Neutral,2025-10-20
3364,Merged duplicate accounts,I accidentally created two accounts with different emails. I'd like to merge them so my purchase history is in one place. Is this possible?,Account Management,High,Neutral,2025-07-22
3365,OTP not being received,I'm not receiving the OTP on my registered phone number. I've tried resending multiple times. My number is correct and I have network connectivity.,Technical Issue,Medium,Negative,2025-08-24
3366,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Positive,2026-02-11
3367,Can't reset password,I requested a password reset but the reset email never arrived. I've checked spam. My account has important data and I urgently need access.,Account Management,High,Negative,2025-05-19
3368,subscription charge,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2025-08-05
3369,found a bug,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Low,Neutral,2025-02-28
3370,product suggestion,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,High,Negative,2025-02-05
3371,refund request,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Negative,2025-08-02
3372,enhancement request,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Medium,Negative,2025-12-03
3373,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,Low,Neutral,2025-02-07
3374,Allow sub-accounts for teams,Our team needs separate logins under one company account with different permission levels. Right now everyone shares one login which is not secure.,Feature Request,Medium,Neutral,2026-01-01
3375,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Negative,2025-11-25
3376,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Positive,2026-03-23
3377,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Positive,2025-02-07
3378,app not working,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Neutral,2025-05-08
3379,account access,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Neutral,2025-10-17
3380,subscription charge,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Positive,2025-01-17
3381,product suggestion,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-03-26
3382,improvement idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Medium,Negative,2025-03-12
3383,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Positive,2026-01-04
3384,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-12-02
3385,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2026-02-24
3386,account access,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2025-12-06
3387,app not working,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,High,Negative,2025-06-08
3388,login problem,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2026-03-01
3389,login problem,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Negative,2025-12-03
3390,technical problem,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,High,Negative,2025-05-05
